founded_year,country,region,industry,funding_round,funding_amount_usd,lead_investor,co_investors,employee_count,estimated_revenue_usd,estimated_valuation_usd,exited,exit_type,tags,funding_year,funding_month
2017,71,1,1,1,430669000,3,58,676,197081701.2501433,2695193467.7539034,False,2,5342,2024,10
2006,199,4,1,4,581434000,3,112,194,287932924.06353104,3606893397.4795537,True,1,391,2021,8
2006,29,2,2,3,943975000,3,148,30,319319084.92121017,2901490987.377126,False,2,2848,2022,3
2012,122,0,5,6,360904000,0,223,817,126053215.23665136,1762728538.6216748,False,2,6199,2020,10
2012,185,0,4,4,758372000,2,258,791,340006978.3855227,2186285760.465273,False,2,13206,2021,9
2016,70,0,6,2,581393000,3,37,66,279316823.3810448,3505084525.681405,False,2,265,2015,12
2008,121,3,5,3,1058581000,1,37,569,287887215.2725761,5155491540.619454,True,2,18311,2023,2
2006,10,1,2,4,184951000,3,0,539,36487669.1337754,1271156011.2925775,True,1,8304,2020,5
2011,204,3,6,3,297767000,3,81,885,26199377.885895763,1038500931.8329144,True,0,15529,2019,9
2006,85,5,5,6,998184000,6,161,731,444981491.0625321,9184882188.851171,False,2,6487,2015,8
2018,224,2,0,3,734879000,5,250,923,170222853.90731192,4759117535.926597,False,2,14460,2021,8
2023,0,3,6,5,846148000,2,135,369,345568218.4961306,5003013194.165316,False,2,10408,2016,7
2018,71,5,2,5,584189000,5,148,552,163206707.39683005,2740124849.747076,False,2,12808,2017,5
2021,127,1,5,3,1362268000,1,12,966,505830288.9456922,12434975794.263697,False,2,7192,2020,8
2009,34,2,3,2,74017000,1,111,977,22170509.07196975,381418853.6709376,False,2,5023,2021,8
2008,114,5,1,3,165879000,4,185,338,16391370.529252384,337216120.97887534,False,2,4664,2021,5
2012,83,1,4,6,2511309000,3,222,459,926115011.9604752,23085846828.694767,False,2,12959,2017,1
2008,52,1,3,5,1347806000,1,74,88,556436196.8166223,12535526009.902184,False,2,18142,2024,11
2021,235,1,1,5,1183214000,6,4,624,293012806.8676911,6438025394.284481,False,2,2773,2023,9
2021,172,4,5,0,377842000,3,9,198,120916877.80244672,3759434143.613317,False,2,4726,2019,6
2009,197,3,4,3,135714000,4,105,745,31170470.322345257,997455601.8043066,False,2,2870,2024,2
2014,0,4,1,3,489563000,2,111,454,142195845.66062415,3223426733.2154813,False,2,8885,2022,6
2014,94,0,4,6,840180000,6,227,310,351227568.46680695,1966503380.5188985,False,2,4739,2017,6
2013,100,4,5,2,213781000,4,216,776,84498894.7919463,1795858152.5308957,False,2,7246,2024,12
2012,95,0,2,1,787967000,6,253,840,261424288.1958624,4344023340.206659,False,2,1039,2023,2
2023,21,4,2,0,115088000,5,132,60,39958425.17589771,357018067.8150656,False,2,3331,2018,5
2022,106,2,3,6,934932000,2,185,766,122291323.91613208,5249093739.885495,False,2,9486,2022,11
2015,20,5,0,2,29076000,3,204,202,9449410.779381586,70587282.90836163,True,2,16232,2015,11
2011,218,5,6,4,1171982000,2,0,463,160552685.84628952,2378332143.146376,False,2,12734,2025,3
2011,176,1,5,5,3204983000,6,112,986,857738765.505676,18235753844.120785,True,0,13740,2019,5
2011,224,3,5,4,878666000,0,173,397,212266649.3580995,4118962204.2719526,False,2,16463,2021,12
2009,99,4,5,3,328396000,6,248,287,108856780.25598995,2901524787.500696,False,2,15166,2021,10
2009,153,3,0,4,7351013000,0,112,48,3108933566.151202,62166248394.22014,False,2,13628,2015,11
2017,238,1,5,5,64373000,5,112,693,9211245.265102295,145060877.96695372,False,2,11772,2021,2
2021,97,2,2,4,93871000,2,0,570,26032500.04013837,919721666.2484326,False,2,8856,2019,7
2022,137,2,5,3,616907000,4,62,135,113585523.04091488,1835210152.955464,False,2,13292,2024,11
2010,59,1,6,4,2586509000,3,163,704,436367272.04377455,16227694844.415789,False,2,14407,2021,6
2009,212,3,1,3,87521000,6,112,393,8507828.004988078,359136870.6008069,False,2,14332,2024,11
2019,40,2,3,4,1981553000,0,253,679,328266768.99064016,12445923675.88769,False,2,14217,2023,10
2016,112,3,5,2,315697000,3,209,94,64597786.56303237,1962946030.0289855,False,2,13584,2020,5
2018,205,1,3,3,235142000,3,25,814,43366102.45032799,752168500.0457324,False,2,14445,2015,11
2010,179,2,6,3,259545000,3,60,561,75927490.66584732,1536554752.5186524,False,2,1647,2016,12
2019,113,4,6,3,1406670000,1,252,154,245212468.773286,12305245857.277216,False,2,11630,2016,3
2013,34,4,5,2,860238000,1,0,340,367513069.1407805,4534240729.472345,False,2,9114,2019,1
2020,180,3,4,3,983831000,1,155,101,353017146.84966683,3463187765.0001974,False,2,4854,2017,9
2006,169,3,6,0,394194000,5,13,985,115303523.8563496,3916475230.5594,True,2,16010,2019,5
2018,164,2,4,3,608322000,1,173,229,153860236.61790526,4456453116.174948,False,2,5908,2019,11
2010,44,5,2,4,185609000,6,167,775,51841517.911229424,1598843328.015496,False,2,1878,2024,5
2023,213,3,5,3,401382000,2,235,345,27568107.3928396,2218829522.523872,False,2,64,2021,11
2010,105,3,0,5,259082000,1,141,627,126906337.39899896,1312379911.61762,True,2,8106,2016,6
2013,54,0,0,6,1434869000,0,142,671,577416048.7729923,5688732203.7419405,False,2,1553,2022,7
2018,34,3,1,3,1698865000,4,37,192,128547303.7475908,4672297179.116012,False,2,5023,2018,11
2011,170,3,3,0,159478000,2,37,875,27118815.356679074,638917559.3294977,True,2,9391,2024,2
2022,37,4,6,3,1382280000,3,0,31,313592202.68137974,13722830995.924911,False,2,17354,2019,6
2005,107,5,3,4,153726000,5,20,891,17396184.140103165,767780308.6054921,False,2,8787,2017,7
2020,73,4,3,3,2844590000,3,31,914,777151287.9260923,22763855692.59453,False,2,7577,2020,7
2022,68,4,4,1,246514000,2,0,490,105644503.95869143,1063391586.14194,False,2,10082,2018,11
2016,214,3,2,5,423712000,5,142,791,35778792.917393655,1854253542.6621115,False,2,9487,2016,9
2020,151,5,3,4,2086696000,1,185,392,858285625.080499,10665821126.101038,True,2,15528,2015,10
2019,79,0,2,5,582996000,1,250,666,252224645.75856137,1785632902.6928506,False,2,17920,2023,9
2010,102,5,6,4,196570000,3,9,120,57860855.434659146,719859369.8283371,False,2,4495,2020,4
2013,157,2,0,2,157634000,4,185,921,8252114.380437265,763843344.844454,False,2,13254,2025,6
2021,112,4,3,6,63272000,3,37,721,11973097.910376327,464856244.2561514,False,2,14349,2016,4
2020,47,4,0,5,61964000,6,74,67,30633900.474044275,510753822.6799256,False,2,207,2023,6
2022,45,0,6,3,380318000,6,197,549,39186335.78918475,1882822803.377988,True,1,4561,2021,8
2023,10,1,3,3,562904000,2,63,195,151526827.806824,4040690885.239605,True,0,9581,2015,12
2016,169,3,0,3,319242000,4,101,494,98548227.13586736,1104837193.4757068,False,2,3744,2020,8
2006,62,5,5,0,674256000,5,186,576,213864401.20068192,3501677540.7028418,False,2,7997,2021,12
2019,182,4,1,3,306045000,1,228,628,105970695.57943095,1282337010.2889397,False,2,5364,2023,4
2017,189,2,5,4,1717029000,4,235,304,92765798.94881254,6647766286.674879,False,2,5572,2020,7
2009,8,3,3,6,314593000,1,222,791,120672867.29153316,2439863888.123561,False,2,11809,2022,2
2022,111,2,1,2,136027000,5,148,458,28279641.06150539,840850415.4556966,False,2,11194,2023,10
2011,166,5,6,2,2231424000,5,25,487,147847853.20776513,17218618052.318363,False,2,17092,2024,1
2020,179,1,4,6,550164000,4,235,752,226001901.88562775,5084716376.256151,False,2,91,2022,8
2020,134,5,3,3,239224000,0,131,920,27853911.216993958,1905103991.0845697,False,2,9396,2018,5
2007,190,3,1,5,220298000,6,25,195,102570293.358628,1644431230.2411077,False,2,6183,2021,8
2013,50,1,2,4,141588000,1,111,803,7762061.881140039,844270843.9365833,False,2,5817,2022,10
2008,216,5,4,3,492032000,0,161,606,67605109.11833347,4739081508.766166,False,2,4664,2025,3
2023,80,0,6,5,1414984000,0,89,107,266450175.1143003,6792868606.938523,False,2,15148,2018,11
2006,129,3,6,5,118091000,4,222,658,43568872.819849126,533338708.9766835,False,2,17441,2020,7
2021,229,1,0,6,72912000,3,74,748,18903849.229469445,299520789.8706259,False,2,7368,2024,1
2020,184,0,5,6,920989000,6,131,76,166070345.4067331,7857317672.057369,True,2,7532,2023,8
2014,209,5,4,6,448193000,2,117,682,66573881.05989605,1415189608.3623636,False,2,15469,2021,12
2012,95,1,4,3,813119000,0,167,562,43290504.06532052,4776536328.024298,False,2,3668,2019,10
2007,188,3,6,2,8914981000,0,173,44,3104382380.499099,47067405290.720406,True,2,1863,2022,4
2023,189,1,3,5,289094000,4,130,551,107357025.33696368,1677518065.4462512,False,2,1382,2023,3
2014,112,4,2,3,224205000,0,164,43,59568450.22848681,517294214.31614566,False,2,11921,2016,4
2020,77,3,0,6,27785000,5,7,160,12387402.25036448,140223291.5875154,False,2,14891,2020,6
2022,85,5,6,2,1300571000,1,246,761,421587325.548049,12338679156.43496,False,2,17626,2022,2
2023,79,0,0,3,269719000,5,75,31,25816161.0114741,2625654948.450161,False,2,9633,2021,1
2019,66,2,2,2,474344000,6,209,628,141565285.84407595,1666999225.702147,True,1,10897,2023,12
2016,84,2,5,1,813051000,1,144,254,57054281.600962855,5054601767.769662,True,2,17813,2024,2
2011,62,1,0,6,484150000,0,186,482,53868354.74636707,2698642584.7565145,True,2,6018,2023,1
2009,166,4,4,3,242775000,0,229,2,117323816.6372186,1620945229.5727518,False,2,2202,2021,7
2007,151,5,3,1,4287834000,1,169,956,2073681838.493164,19360023759.6262,False,2,6953,2020,6
2008,227,3,3,2,512906000,2,235,493,69465936.2718448,4132272496.3511114,False,2,14419,2020,11
2008,120,3,3,4,339400000,3,35,838,99072226.60463937,1267401852.1340382,False,2,7192,2023,10
2023,205,5,6,3,1513790000,6,0,395,586061175.9590074,12603037455.151297,False,2,16639,2020,8
2015,69,3,4,6,216604000,6,133,542,68099148.87016828,1426621491.2632766,False,2,12838,2021,7
2019,91,0,4,4,837496000,5,74,20,399710793.4136967,1733233546.3522625,True,2,0,2024,12
2007,103,4,3,4,387784000,0,74,536,187300001.9455736,3476241667.236312,False,2,5664,2020,3
2007,174,3,1,2,74755000,3,87,477,17891876.658993978,656768900.1394852,False,2,2891,2019,8
2019,166,3,0,3,1295205000,0,148,628,150832337.17859438,9023025425.524843,False,2,11737,2025,4
2007,176,5,6,2,229100000,5,0,51,11970069.056979924,2234898923.729921,False,2,4247,2018,6
2020,144,5,0,4,103376000,0,148,59,10221001.236376723,838153835.2970861,False,2,683,2021,5
2005,236,2,6,3,1749162000,2,43,409,493359535.1530417,17273135137.74945,True,2,8328,2024,8
2016,238,3,1,2,572759000,0,105,998,185091388.58052975,3969946334.43202,False,2,7869,2023,4
2019,156,5,5,4,366302000,3,209,940,78128286.12109202,2681285887.3205624,False,2,12681,2024,2
2020,50,3,3,4,614330000,0,225,398,69725102.3845685,5207594718.575251,False,2,14223,2018,5
2007,217,5,6,5,2235185000,4,220,451,1107799546.118768,21938176614.70424,False,2,1675,2023,6
2007,151,1,5,4,793082000,4,13,703,199408682.99471605,3369661205.256542,False,2,14113,2016,12
2005,66,1,4,4,2072107000,2,235,86,378426666.4047009,8808344349.904861,False,2,5623,2022,8
2005,73,5,6,5,1180207000,1,148,913,173180768.50984776,10946899463.77863,False,2,4138,2025,5
2011,180,5,3,6,333572000,1,88,731,110406597.68504073,1914904467.4819295,False,2,7368,2017,3
2022,175,1,3,2,283910000,2,74,760,29616679.345338617,1225372688.3683178,False,2,1207,2023,5
2012,136,3,5,3,771853000,3,258,512,176048958.3724564,2258806749.005105,False,2,2011,2020,3
2020,207,2,3,2,395749000,2,37,801,192953203.5986521,2165593097.4841824,False,2,7156,2018,3
2021,182,0,6,4,624279000,0,111,202,258357486.0767475,4797105731.094966,True,1,3636,2022,8
2018,181,0,3,4,144781000,3,0,723,27536664.241627134,566336775.2317525,False,2,6644,2015,11
2017,227,2,3,5,364727000,4,56,197,142444232.0400354,796543044.6773391,True,2,16295,2025,5
2016,209,5,2,1,563267000,0,149,911,134514223.78354344,5564744216.683139,False,2,15839,2024,9
2012,52,0,6,3,91615000,6,148,32,33429873.99027457,442187979.11468863,False,2,13600,2018,2
2022,180,3,1,5,1346840000,6,38,223,636350601.8278785,5225001657.318409,False,2,7368,2025,7
2006,118,1,1,5,1598000000,1,178,900,651795463.4827765,10565616512.55304,True,1,2700,2017,12
2020,115,0,5,5,129979000,0,13,372,23418720.73070486,855874858.4970303,False,2,10559,2021,7
2013,102,1,0,4,424548000,2,155,608,112978976.69332848,3378663730.4401684,True,2,16087,2015,7
2005,154,5,5,5,1106973000,6,211,635,334321223.2788231,6237012509.855124,False,2,7790,2016,7
2006,16,2,3,3,386659000,6,37,480,178144967.68256232,1720580958.697295,False,2,1878,2024,11
2009,159,2,4,3,2167192000,6,185,572,141121119.3917207,6920885481.146208,False,2,8013,2020,4
2007,53,3,2,3,208141000,1,37,907,64871563.61597233,1510151045.5861602,False,2,1842,2022,11
2023,3,3,4,6,212632000,3,46,735,96907487.89654432,1255369897.3969672,True,2,5821,2016,3
2019,118,3,2,4,209889000,2,118,271,104702222.9770207,2007538330.61874,False,2,4432,2022,3
2020,1,4,3,5,443172000,3,46,950,36512470.41639403,2863592695.2172904,False,2,6652,2020,9
2005,211,3,2,3,166311000,3,185,253,57087262.33321357,891044461.6722641,False,2,14581,2024,4
2012,43,5,4,3,55413000,5,0,914,15128379.526054068,231875717.8839311,False,2,5526,2018,7
2022,178,2,4,2,523277000,5,136,996,115264176.01565504,4758047673.635375,False,2,3011,2017,5
2017,216,5,0,5,336131000,1,149,506,159743344.36724976,909814645.3613484,False,2,4346,2016,6
2005,139,4,6,2,1262787000,1,41,691,430821419.0968044,5846110836.817523,True,0,189,2021,7
2019,8,4,1,3,809389000,2,211,192,144099857.94332123,4611907824.02391,False,2,7307,2020,6
2008,157,4,5,5,742981000,0,55,908,53543658.72272697,2155681095.199876,False,2,14332,2019,2
2016,22,3,6,4,322626000,1,157,898,104185838.2710657,2344425047.608568,False,2,2773,2024,5
2011,56,0,6,4,163981000,1,136,11,29925518.681489617,870612283.6949224,False,2,16307,2019,7
2019,186,4,0,3,1256556000,1,246,681,195418372.63051692,6305164587.916961,False,2,6693,2016,5
2010,92,1,5,3,435819000,4,237,531,211361098.45812863,2892426535.150068,False,2,7368,2021,1
2017,70,2,5,4,3699073000,0,111,525,731945707.9890119,12778263703.276367,True,1,2238,2018,10
2008,164,5,6,3,805956000,0,222,237,322210419.93620515,3550683473.14134,False,2,10605,2024,8
2015,205,4,4,1,410266000,3,13,212,167982608.62605566,3878701953.393035,False,2,6843,2017,8
2016,106,3,5,6,516343000,3,115,674,57386713.50300802,1361766521.3863852,False,2,15427,2019,5
2013,130,5,1,5,4242091000,1,222,203,630017116.4805328,30995240016.030704,False,2,14869,2024,9
2007,120,3,2,0,502435000,3,74,503,123835026.54948416,3531295303.3693976,False,2,5671,2025,6
2011,48,4,6,4,117671000,3,99,554,8641267.829385875,1158076003.777376,False,2,8172,2022,12
2016,187,4,0,6,1506912000,5,185,358,86351654.93190117,3971782615.7056823,False,2,5527,2024,2
2013,8,0,5,2,1263901000,0,153,469,454401204.75300527,3636422289.749706,False,2,9802,2024,6
2021,45,0,6,5,586193000,3,70,116,48058246.72366921,4050012943.72476,False,2,18260,2023,2
2020,237,0,5,1,1105710000,6,136,426,454702378.9050711,9296000228.637072,False,2,8785,2023,10
2021,203,5,4,2,158861000,2,119,788,60567219.03815801,1428662659.0452783,False,2,6019,2024,6
2016,165,3,3,6,35034000,2,258,419,14262689.849902032,237140304.39114776,False,2,2376,2017,11
2010,228,0,6,6,1159740000,4,222,441,359193860.98304486,10852303943.634975,False,2,15797,2022,12
2013,178,4,0,5,1835271000,5,167,124,626845499.857119,9279179014.8445,False,2,3449,2016,12
2008,223,1,1,6,351326000,4,185,972,67555598.85149775,2287243049.3257523,False,2,17003,2021,5
2010,71,4,3,1,227186000,2,83,150,36291357.928076334,816397437.2452317,False,2,4079,2024,4
2022,82,5,0,4,214576000,3,80,919,15843139.343864774,1188567278.538467,True,1,12998,2022,3
2011,28,3,5,5,3718131000,1,1,468,1455348466.121174,9418889969.960243,True,0,18312,2019,9
2005,126,3,2,5,419512000,3,196,932,117638363.97931144,1843979603.4549315,False,2,4711,2024,9
2020,207,5,4,3,1131523000,6,178,778,386017830.7230879,2457223601.567228,True,2,2144,2023,10
2009,174,4,1,1,268808000,6,222,166,67224223.69607702,853995345.8153796,False,2,7395,2017,4
2006,49,2,0,4,595118000,1,151,62,75148140.84767401,3401537417.119926,True,2,3636,2017,12
2022,217,1,2,2,3439260000,2,214,576,728226093.5554225,30701737422.134438,False,2,8841,2018,9
2021,5,2,2,4,698289000,0,167,854,85474887.22012043,4528190635.69783,False,2,4664,2024,6
2015,52,2,6,4,218790000,6,48,523,19704810.276600864,532184205.7978807,False,2,6352,2015,10
2013,79,5,2,3,164597000,6,111,807,62492676.24918687,1040787046.885295,False,2,6505,2019,12
2006,17,3,4,0,1195171000,5,45,714,66117561.28222904,5447796968.353412,False,2,13747,2024,10
2009,68,4,6,2,3245950000,1,185,202,1171931372.3962436,28855014645.08635,False,2,4194,2020,6
2011,2,5,5,2,160382000,1,13,511,69033556.98107639,709746630.3881661,True,1,3549,2022,10
2005,45,4,2,3,631369000,6,138,310,166549071.25758636,2206492730.056952,False,2,3298,2020,7
2008,33,1,6,3,450987000,0,74,311,165795118.12396064,2055478739.9928527,False,2,8786,2015,8
2014,226,4,5,4,3157160000,3,75,499,693227863.7667964,28957604527.86046,False,2,12419,2023,6
2023,135,5,4,4,694280000,1,122,928,58384112.55552264,2271078640.8917475,False,2,2808,2018,2
2012,184,1,5,5,336121000,1,253,548,117110653.4043053,3345555172.8132443,False,2,14464,2018,10
2010,10,5,3,5,449577000,5,144,488,129262516.86569452,2961562396.7160115,False,2,14082,2020,8
2007,37,5,3,4,1012876000,5,13,169,411754973.95469874,6489006364.616726,False,2,980,2024,2
2010,101,5,4,3,92730000,0,223,412,9619026.628471198,574650525.9502877,False,2,11766,2023,11
2020,220,3,4,1,283503000,3,91,85,49570810.79840765,1536103754.2839262,False,2,7591,2015,10
2021,5,2,0,3,108377000,4,37,327,16401858.885371825,234032864.77325943,False,2,16307,2016,7
2014,48,3,2,2,337896000,1,37,945,28003645.798592035,990512081.6411529,False,2,4352,2023,10
2017,138,2,6,4,157209000,0,126,117,70157349.54274097,1302180862.856284,False,2,13437,2024,12
2013,106,0,3,4,702833000,4,94,240,293632547.7831756,3385547264.615754,False,2,5610,2020,12
2013,70,0,5,5,767459000,6,1,393,98908408.62372991,6841244456.600015,False,2,4000,2024,5
2021,64,5,1,3,566356000,2,22,804,194738425.060477,4198692697.681639,False,2,11310,2020,1
2017,133,1,5,4,296009000,3,7,813,95233454.20236892,1736504885.6410162,False,2,10793,2023,12
2009,209,4,1,3,530418000,1,19,823,226203917.6751801,2877544410.7817087,False,2,18160,2025,1
2013,166,0,1,5,8429041000,3,149,618,2646975048.022211,43828359316.18094,False,2,6397,2024,12
2023,46,0,5,5,626961000,5,78,231,78246872.83696768,2514772495.1362085,False,2,11056,2022,12
2012,61,5,3,4,3132060000,6,51,59,797196059.5217421,26099753199.668324,False,2,10178,2019,9
2014,224,0,6,6,105688000,4,148,200,32633912.47488078,501110109.8321708,False,2,17726,2020,12
2005,185,4,5,1,37167000,2,173,338,2365673.390959607,157905951.38067198,False,2,1463,2019,12
2010,6,5,0,4,420649000,4,252,687,106380786.7665078,1700389750.373139,False,2,18502,2022,7
2011,239,4,3,3,952360000,0,81,357,174879197.97043523,2089232278.4395244,False,2,14002,2023,10
2017,134,3,4,5,704238000,0,222,694,312675022.46873873,4661446351.986307,False,2,6693,2017,5
2019,10,0,5,3,442395000,6,74,670,41381236.15978632,3269845236.538953,False,2,4400,2024,10
2006,211,2,4,2,348716000,5,148,447,101205558.52112453,3244981839.857811,False,2,17222,2016,9
2005,43,3,2,4,972239000,2,239,640,414573559.7713703,7796954868.859683,False,2,11084,2021,1
2014,229,5,4,4,364016000,0,86,347,89946954.8138995,1934519322.9654076,False,2,14910,2015,8
2022,56,3,2,5,239397000,2,0,332,77257718.44709766,2006950299.73158,False,2,12681,2017,6
2006,237,2,1,1,382966000,6,185,357,147375219.43791217,2551592659.388288,False,2,10626,2021,9
2008,132,4,0,6,2010070000,4,20,386,578899119.6470183,17523702861.974636,False,2,7380,2022,10
2009,106,2,3,3,145895000,6,37,314,25242258.647254054,410943814.9414127,False,2,18602,2016,5
2015,138,5,2,4,222338000,1,1,181,95153132.57721224,1293446114.49112,False,2,12922,2022,4
2011,102,3,0,4,516737000,4,149,628,133107352.7987911,3863345634.833175,False,2,12903,2017,1
2011,197,4,6,6,106369000,0,4,159,36178219.37741367,943022666.0048918,False,2,12419,2018,6
2017,94,2,2,4,922295000,0,111,99,208706503.6428524,3982628591.083132,False,2,12944,2019,8
2022,72,0,1,4,520183000,5,185,828,202828272.28245735,5067158904.403531,False,2,917,2019,4
2009,86,4,5,1,224663000,0,112,169,73101133.97404352,1254356649.826626,False,2,2086,2021,4
2023,140,0,6,4,147311000,4,37,920,64473089.57616341,1172884916.4698365,False,2,8219,2024,3
2008,64,0,6,4,1668100000,0,25,533,333833565.3454964,13676090245.988531,False,2,14186,2022,12
2017,86,3,5,3,318137000,3,25,369,97751625.35992876,1704272163.5602496,False,2,3137,2018,2
2013,112,2,2,4,744052000,6,60,858,347207191.0360618,7275633548.377903,False,2,5510,2022,4
2019,145,5,2,3,502608000,2,185,141,145201198.76171514,4498029759.187529,False,2,4159,2019,8
2019,44,0,1,5,156978000,2,79,848,62883701.30406567,674518300.3204435,False,2,1207,2021,2
2005,1,1,5,3,34267000,2,0,554,7159378.304246996,268915915.65276545,True,0,1637,2021,11
2023,66,5,0,1,701880000,5,105,104,224411846.685004,2520742981.8402176,False,2,9535,2016,12
2012,108,0,0,4,210147000,2,222,40,42758218.80624251,532142051.9480223,False,2,13228,2023,8
2017,145,3,2,3,5245581000,1,218,790,2454468142.0801105,46651284306.775406,False,2,12936,2021,12
2018,70,0,6,3,785104000,2,222,914,344742293.8102146,4832763324.122246,True,0,1151,2016,9
2014,238,1,1,3,59865000,0,148,68,6813733.2618764425,347067528.64781505,False,2,12901,2020,7
2017,111,0,6,4,274413000,1,148,308,118434935.7365583,1446292245.4966664,False,2,4121,2018,7
2006,47,1,2,2,53836000,3,0,963,22058158.03366945,207869608.25562716,False,2,10976,2017,8
2014,81,5,2,2,86636000,2,192,433,42269112.55197451,173799021.94241187,False,2,15250,2023,11
2012,138,2,3,2,3496699000,3,0,13,747070108.6623169,29746532044.508926,False,2,4932,2019,12
2017,57,2,6,3,103222000,4,218,323,44795783.39553103,695078361.0208741,False,2,3747,2024,5
2021,121,3,3,4,252976000,6,205,562,76017399.45813854,1317159691.27314,False,2,3198,2025,3
2012,74,4,4,5,586867000,3,118,185,162782810.82340956,3061557521.7866864,False,2,17956,2023,5
2023,28,2,3,3,123036000,1,117,254,10408513.344383266,886804735.5976356,False,2,11377,2016,5
2017,215,1,0,4,1206576000,6,148,219,131721356.38933988,5336328749.130757,False,2,14822,2017,9
2005,174,4,4,4,4144590000,1,112,498,1083545737.861568,32642162410.41464,True,2,5287,2019,7
2008,179,3,2,6,913686000,5,186,117,176912172.60455385,6693259513.145329,True,2,9998,2017,2
2019,171,5,0,5,226846000,5,24,256,106984807.32210451,1749770016.4995625,False,2,8384,2020,7
2012,233,5,2,2,361922000,3,37,628,112258196.35919347,2673164511.671712,False,2,12773,2017,8
2016,133,4,0,4,219701000,6,167,4,45075849.18229792,1192950009.8892882,False,2,8067,2023,8
2007,223,1,1,5,2249838000,5,191,554,1037431769.3211416,18507017460.23229,False,2,326,2023,3
2020,127,3,3,4,159739000,4,235,204,26903606.77391592,1009685065.7826796,False,2,8554,2015,9
2008,17,4,1,2,301337000,2,215,999,142313061.34234044,1725972602.3266523,False,2,1382,2022,10
2005,220,2,0,5,434808000,3,1,499,206282145.795154,3179989732.13278,False,2,13005,2015,9
2021,29,3,0,3,228991000,1,8,279,99860816.46047588,797685191.1501391,False,2,17381,2018,8
2023,8,5,5,5,2892974000,5,185,679,1393317374.8736088,20049730230.61483,False,2,2705,2016,1
2005,4,5,4,3,1657028000,0,135,21,638483381.0842535,13581837913.155888,False,2,8633,2020,8
2022,39,4,2,2,175438000,4,0,591,31940813.549567297,386909745.4749448,False,2,2747,2019,10
2013,10,4,2,2,535361000,0,101,366,123589397.52321726,1782627242.838205,False,2,7564,2024,11
2011,120,1,0,5,567759000,5,7,146,148168098.5432713,2524328112.7592,False,2,14674,2020,5
2020,58,0,6,1,412672000,2,247,156,174708022.12833893,2745716532.087481,False,2,8125,2023,3
2005,134,4,4,1,94967000,2,241,984,25578673.66323615,945163188.5269608,False,2,11407,2023,7
2011,63,3,6,5,248215000,5,148,834,58972542.6823792,1419724000.8117769,True,2,17029,2017,5
2009,130,3,3,4,665794000,6,0,91,216215211.62462848,4962905439.294896,False,2,8885,2016,9
2014,40,4,3,4,132039000,1,222,545,12749932.910434175,358426839.60729474,False,2,10015,2019,8
2015,133,5,6,4,90156000,6,111,82,35258968.740739346,848227794.6096128,False,2,2654,2018,7
2021,156,2,2,3,1085787000,0,41,995,67016092.48170009,2958382169.911454,False,2,5201,2018,1
2012,49,0,4,0,306053000,5,68,593,75175111.66485606,2688285595.191477,True,1,2564,2018,1
2013,133,3,5,3,1680005000,0,223,679,341615059.1504488,5140334212.977701,False,2,14580,2023,8
2007,102,5,5,5,362367000,3,111,795,169027660.71877846,946510692.5788049,False,2,13600,2021,2
2007,13,5,0,3,908603000,5,88,638,94478866.08909138,5590634594.4526825,False,2,10411,2019,8
2009,132,3,6,4,652927000,2,0,538,48168596.35985235,3702915647.968899,False,2,11594,2024,10
2023,130,4,3,6,209676000,6,185,481,32492549.409411877,841490743.5142742,False,2,17958,2023,6
2005,234,0,2,6,1322238000,2,118,403,536914498.0748537,12944361996.60699,False,2,8891,2023,4
2007,241,3,6,3,624987000,4,0,707,221400466.96635625,3496491185.883948,False,2,2068,2022,5
2006,107,5,6,3,161486000,5,111,662,13839338.864010563,1521958822.339502,False,2,17645,2023,12
2018,142,2,2,5,368047000,1,68,629,154371055.01221302,3381876431.986794,True,1,2711,2021,3
2018,195,1,5,1,930454000,0,81,240,259245024.34166488,6338130699.188814,False,2,3565,2020,7
2007,57,0,1,1,787966000,1,258,23,70994708.52283864,1909770257.4590611,False,2,17892,2020,2
2006,41,4,1,3,623954000,1,136,181,220737748.20377225,1485866527.486704,False,2,17818,2024,3
2019,104,4,1,3,363467000,5,1,529,47978939.362215,3340513831.0342107,False,2,7532,2021,4
2011,175,2,1,6,162430000,0,173,399,32357827.469622184,1075344048.8441803,False,2,5703,2024,5
2013,234,0,6,4,446152000,0,165,876,184933304.5437262,4348587443.555061,False,2,5674,2021,6
2013,230,1,2,6,325395000,3,0,300,115657433.0208618,1178260910.166409,False,2,10725,2023,9
2012,240,3,2,5,143787000,4,14,409,29047313.510176696,933243092.6781436,False,2,8223,2021,12
2020,2,1,3,0,282487000,1,74,258,76078688.58843654,2539442842.270711,False,2,11714,2019,2
2022,115,1,6,3,314894000,4,99,647,105312334.92069145,3101328172.486776,False,2,5503,2021,9
2014,16,5,5,3,97023000,3,75,83,14186741.358902598,840672911.0509214,False,2,11573,2022,1
2005,219,3,4,4,151314000,2,222,553,60945435.84430489,514357352.5107132,False,2,16613,2017,5
2017,223,0,3,4,624748000,3,253,119,227962387.73046604,2452009014.9320426,True,1,16234,2024,12
2019,206,5,0,5,2278501000,1,0,506,764251525.2482764,18051941320.748627,False,2,15149,2015,10
2010,49,4,6,4,368355000,5,163,501,151588695.4774868,839130650.1091776,False,2,6027,2024,12
